ship_type,fuel_type,engine_type,consumption,year
G,NH3,ME-C,0.0,2033
G,NH3,ME-GI,0.0,2033
G,NH3,ME-LGI,0.0,2033
G,RefPO,ME-C,1280.0,2033
G,RefPO,ME-GI,1200.0,2033
G,RefPO,ME-LGI,1120.0,2033
G,H2,ME-C,0.0,2033
G,H2,ME-GI,0.0,2033
G,H2,ME-LGI,0.0,2033
O,Oil,ME-C,800.0,2033
O,Oil,ME-GI,720.0,2033
O,Oil,ME-LGI,640.0,2033
O,LNG,ME-C,160.0,2033
O,LNG,ME-GI,140.0,2033
O,LNG,ME-LGI,120.0,2033
O,LPG,ME-C,180.0,2033
O,LPG,ME-GI,160.0,2033
O,LPG,ME-LGI,140.0,2033
O,MeOH,ME-C,0.0,2033
O,MeOH,ME-GI,0.0,2033
O,MeOH,ME-LGI,0.0,2033
O,NH3,ME-C,0.0,2033
O,NH3,ME-GI,0.0,2033
O,NH3,ME-LGI,0.0,2033
O,RefPO,ME-C,960.0,2033
O,RefPO,ME-GI,880.0,2033
O,RefPO,ME-LGI,800.0,2033
O,H2,ME-C,0.0,2033
O,H2,ME-GI,0.0,2033
O,H2,ME-LGI,0.0,2033
C,Oil,ME-C,1200.0,2034
C,Oil,ME-GI,1120.0,2034
C,Oil,ME-LGI,1040.0,2034
C,LNG,ME-C,200.0,2034
C,LNG,ME-GI,180.0,2034
C,LNG,ME-LGI,160.0,2034
C,LPG,ME-C,260.0,2034
C,LPG,ME-GI,240.0,2034
C,LPG,ME-LGI,220.0,2034
C,MeOH,ME-C,0.0,2034
C,MeOH,ME-GI,0.0,2034
C,MeOH,ME-LGI,0.0,2034
C,NH3,ME-C,0.0,2034
C,NH3,ME-GI,0.0,2034
C,NH3,ME-LGI,0.0,2034
C,RefPO,ME-C,1200.0,2034
C,RefPO,ME-GI,1120.0,2034
C,RefPO,ME-LGI,1040.0,2034
C,H2,ME-C,0.0,2034
C,H2,ME-GI,0.0,2034
C,H2,ME-LGI,0.0,2034
T,Oil,ME-C,1440.0,2034
T,Oil,ME-GI,1360.0,2034
T,Oil,ME-LGI,1280.0,2034
T,LNG,ME-C,280.0,2034
T,LNG,ME-GI,260.0,2034
T,LNG,ME-LGI,240.0,2034
T,LPG,ME-C,300.0,2034
T,LPG,ME-GI,280.0,2034
T,LPG,ME-LGI,260.0,2034
T,MeOH,ME-C,0.0,2034
T,MeOH,ME-GI,0.0,2034
T,MeOH,ME-LGI,0.0,2034
T,NH3,ME-C,0.0,2034
T,NH3,ME-GI,0.0,2034
T,NH3,ME-LGI,0.0,2034
T,RefPO,ME-C,1360.0,2034
T,RefPO,ME-GI,1280.0,2034
T,RefPO,ME-LGI,1200.0,2034
T,H2,ME-C,0.0,2034
T,H2,ME-GI,0.0,2034
T,H2,ME-LGI,0.0,2034
B,Oil,ME-C,1600.0,2034
B,Oil,ME-GI,1520.0,2034
B,Oil,ME-LGI,1440.0,2034
B,LNG,ME-C,340.0,2034
B,LNG,ME-GI,320.0,2034
B,LNG,ME-LGI,300.0,2034
B,LPG,ME-C,340.0,2034
B,LPG,ME-GI,320.0,2034
B,LPG,ME-LGI,300.0,2034
B,MeOH,ME-C,0.0,2034
B,MeOH,ME-GI,0.0,2034
B,MeOH,ME-LGI,0.0,2034
B,NH3,ME-C,0.0,2034
B,NH3,ME-GI,0.0,2034
B,NH3,ME-LGI,0.0,2034
B,RefPO,ME-C,1520.0,2034
B,RefPO,ME-GI,1440.0,2034
B,RefPO,ME-LGI,1360.0,2034
B,H2,ME-C,0.0,2034
B,H2,ME-GI,0.0,2034
B,H2,ME-LGI,0.0,2034
G,Oil,ME-C,1360.0,2034
G,Oil,ME-GI,1280.0,2034
G,Oil,ME-LGI,1200.0,2034
G,LNG,ME-C,234.0,2034
G,LNG,ME-GI,216.0,2034
G,LNG,ME-LGI,198.0,2034
G,LPG,ME-C,280.0,2034
G,LPG,ME-GI,260.0,2034
G,LPG,ME-LGI,240.0,2034
G,MeOH,ME-C,0.0,2034
G,MeOH,ME-GI,0.0,2034
G,MeOH,ME-LGI,0.0,2034
G,NH3,ME-C,0.0,2034
G,NH3,ME-GI,0.0,2034
G,NH3,ME-LGI,0.0,2034
G,RefPO,ME-C,1280.0,2034
G,RefPO,ME-GI,1200.0,2034
G,RefPO,ME-LGI,1120.0,2034
G,H2,ME-C,0.0,2034
G,H2,ME-GI,0.0,2034
G,H2,ME-LGI,0.0,2034
O,Oil,ME-C,800.0,2034
O,Oil,ME-GI,720.0,2034
O,Oil,ME-LGI,640.0,2034
O,LNG,ME-C,160.0,2034
O,LNG,ME-GI,140.0,2034
O,LNG,ME-LGI,120.0,2034
O,LPG,ME-C,180.0,2034
O,LPG,ME-GI,160.0,2034
O,LPG,ME-LGI,140.0,2034
O,MeOH,ME-C,0.0,2034
O,MeOH,ME-GI,0.0,2034
O,MeOH,ME-LGI,0.0,2034
O,NH3,ME-C,0.0,2034
O,NH3,ME-GI,0.0,2034
O,NH3,ME-LGI,0.0,2034
O,RefPO,ME-C,960.0,2034
O,RefPO,ME-GI,880.0,2034
O,RefPO,ME-LGI,800.0,2034
O,H2,ME-C,0.0,2034
O,H2,ME-GI,0.0,2034
O,H2,ME-LGI,0.0,2034
C,Oil,ME-C,750.0,2035
C,Oil,ME-GI,700.0,2035
C,Oil,ME-LGI,650.0,2035
C,LNG,ME-C,350.0,2035
C,LNG,ME-GI,315.0,2035
C,LNG,ME-LGI,280.0,2035
C,LPG,ME-C,454.99999999999994,2035
C,LPG,ME-GI,420.0,2035
C,LPG,ME-LGI,385.0,2035
C,MeOH,ME-C,75.0,2035
C,MeOH,ME-GI,70.0,2035
C,MeOH,ME-LGI,65.0,2035
C,NH3,ME-C,80.0,2035
C,NH3,ME-GI,75.0,2035
C,NH3,ME-LGI,70.0,2035
C,RefPO,ME-C,750.0,2035
C,RefPO,ME-GI,700.0,2035
C,RefPO,ME-LGI,650.0,2035
C,H2,ME-C,75.0,2035
C,H2,ME-GI,70.0,2035
C,H2,ME-LGI,65.0,2035
T,Oil,ME-C,900.0,2035
T,Oil,ME-GI,850.0,2035
T,Oil,ME-LGI,800.0,2035
T,LNG,ME-C,489.99999999999994,2035
T,LNG,ME-GI,454.99999999999994,2035
T,LNG,ME-LGI,420.0,2035
T,LPG,ME-C,525.0,2035
T,LPG,ME-GI,489.99999999999994,2035
T,LPG,ME-LGI,454.99999999999994,2035
T,MeOH,ME-C,60.0,2035
T,MeOH,ME-GI,60.0,2035
T,MeOH,ME-LGI,65.0,2035
T,NH3,ME-C,65.0,2035
T,NH3,ME-GI,60.0,2035
T,NH3,ME-LGI,65.0,2035
T,RefPO,ME-C,850.0,2035
T,RefPO,ME-GI,800.0,2035
T,RefPO,ME-LGI,750.0,2035
T,H2,ME-C,85.0,2035
T,H2,ME-GI,85.0,2035
T,H2,ME-LGI,90.0,2035
B,Oil,ME-C,1000.0,2035
B,Oil,ME-GI,950.0,2035
B,Oil,ME-LGI,900.0,2035
B,LNG,ME-C,595.0,2035
B,LNG,ME-GI,560.0,2035
B,LNG,ME-LGI,525.0,2035
B,LPG,ME-C,595.0,2035
B,LPG,ME-GI,560.0,2035
B,LPG,ME-LGI,525.0,2035
B,MeOH,ME-C,92.0,2035
B,MeOH,ME-GI,88.0,2035
B,MeOH,ME-LGI,84.0,2035
B,NH3,ME-C,96.0,2035
B,NH3,ME-GI,92.0,2035
B,NH3,ME-LGI,88.0,2035
B,RefPO,ME-C,950.0,2035
B,RefPO,ME-GI,900.0,2035
B,RefPO,ME-LGI,850.0,2035
B,H2,ME-C,72.0,2035
B,H2,ME-GI,67.5,2035
B,H2,ME-LGI,63.0,2035
G,Oil,ME-C,850.0,2035
G,Oil,ME-GI,800.0,2035
G,Oil,ME-LGI,750.0,2035
G,LNG,ME-C,409.5,2035
G,LNG,ME-GI,378.0,2035
G,LNG,ME-LGI,346.5,2035
G,LPG,ME-C,489.99999999999994,2035
G,LPG,ME-GI,454.99999999999994,2035
G,LPG,ME-LGI,420.0,2035
G,MeOH,ME-C,76.0,2035
G,MeOH,ME-GI,72.0,2035
G,MeOH,ME-LGI,68.0,2035
G,NH3,ME-C,80.0,2035
G,NH3,ME-GI,76.0,2035
G,NH3,ME-LGI,72.0,2035
G,RefPO,ME-C,800.0,2035
G,RefPO,ME-GI,750.0,2035
G,RefPO,ME-LGI,700.0,2035
G,H2,ME-C,78.75,2035
G,H2,ME-GI,75.0,2035
G,H2,ME-LGI,71.25,2035
O,Oil,ME-C,500.0,2035
O,Oil,ME-GI,450.0,2035
O,Oil,ME-LGI,400.0,2035
O,LNG,ME-C,280.0,2035
O,LNG,ME-GI,244.99999999999997,2035
O,LNG,ME-LGI,210.0,2035
O,LPG,ME-C,315.0,2035
O,LPG,ME-GI,280.0,2035
O,LPG,ME-LGI,244.99999999999997,2035
O,MeOH,ME-C,52.0,2035
O,MeOH,ME-GI,48.0,2035
O,MeOH,ME-LGI,44.0,2035
O,NH3,ME-C,56.0,2035
O,NH3,ME-GI,52.0,2035
O,NH3,ME-LGI,48.0,2035
O,RefPO,ME-C,600.0,2035
O,RefPO,ME-GI,550.0,2035
O,RefPO,ME-LGI,500.0,2035
O,H2,ME-C,60.0,2035
O,H2,ME-GI,56.25,2035
O,H2,ME-LGI,52.5,2035
C,Oil,ME-C,750.0,2036
C,Oil,ME-GI,700.0,2036
C,Oil,ME-LGI,650.0,2036
C,LNG,ME-C,350.0,2036
C,LNG,ME-GI,315.0,2036
C,LNG,ME-LGI,280.0,2036
C,LPG,ME-C,454.99999999999994,2036
C,LPG,ME-GI,420.0,2036
C,LPG,ME-LGI,385.0,2036
C,MeOH,ME-C,75.0,2036
C,MeOH,ME-GI,70.0,2036
C,MeOH,ME-LGI,65.0,2036
C,NH3,ME-C,80.0,2036
C,NH3,ME-GI,75.0,2036
C,NH3,ME-LGI,70.0,2036
C,RefPO,ME-C,750.0,2036
C,RefPO,ME-GI,700.0,2036
C,RefPO,ME-LGI,650.0,2036
C,H2,ME-C,75.0,2036
C,H2,ME-GI,70.0,2036
C,H2,ME-LGI,65.0,2036
T,Oil,ME-C,900.0,2036
T,Oil,ME-GI,850.0,2036
T,Oil,ME-LGI,800.0,2036
T,LNG,ME-C,489.99999999999994,2036
T,LNG,ME-GI,454.99999999999994,2036
T,LNG,ME-LGI,420.0,2036
T,LPG,ME-C,525.0,2036
T,LPG,ME-GI,489.99999999999994,2036
T,LPG,ME-LGI,454.99999999999994,2036
T,MeOH,ME-C,60.0,2036
T,MeOH,ME-GI,60.0,2036
T,MeOH,ME-LGI,65.0,2036
T,NH3,ME-C,65.0,2036
T,NH3,ME-GI,60.0,2036
T,NH3,ME-LGI,65.0,2036
T,RefPO,ME-C,850.0,2036
T,RefPO,ME-GI,800.0,2036
T,RefPO,ME-LGI,750.0,2036
T,H2,ME-C,85.0,2036
T,H2,ME-GI,85.0,2036
T,H2,ME-LGI,90.0,2036
B,Oil,ME-C,1000.0,2036
B,Oil,ME-GI,950.0,2036
B,Oil,ME-LGI,900.0,2036
B,LNG,ME-C,595.0,2036
B,LNG,ME-GI,560.0,2036
B,LNG,ME-LGI,525.0,2036
B,LPG,ME-C,595.0,2036
B,LPG,ME-GI,560.0,2036
B,LPG,ME-LGI,525.0,2036
B,MeOH,ME-C,92.0,2036
B,MeOH,ME-GI,88.0,2036
B,MeOH,ME-LGI,84.0,2036
B,NH3,ME-C,96.0,2036
B,NH3,ME-GI,92.0,2036
B,NH3,ME-LGI,88.0,2036
B,RefPO,ME-C,950.0,2036
B,RefPO,ME-GI,900.0,2036
B,RefPO,ME-LGI,850.0,2036
B,H2,ME-C,72.0,2036
B,H2,ME-GI,67.5,2036
B,H2,ME-LGI,63.0,2036
G,Oil,ME-C,850.0,2036
G,Oil,ME-GI,800.0,2036
G,Oil,ME-LGI,750.0,2036
G,LNG,ME-C,409.5,2036
G,LNG,ME-GI,378.0,2036
G,LNG,ME-LGI,346.5,2036
G,LPG,ME-C,489.99999999999994,2036
G,LPG,ME-GI,454.99999999999994,2036
G,LPG,ME-LGI,420.0,2036
G,MeOH,ME-C,76.0,2036
G,MeOH,ME-GI,72.0,2036
G,MeOH,ME-LGI,68.0,2036
G,NH3,ME-C,80.0,2036
G,NH3,ME-GI,76.0,2036
G,NH3,ME-LGI,72.0,2036
G,RefPO,ME-C,800.0,2036
G,RefPO,ME-GI,750.0,2036
G,RefPO,ME-LGI,700.0,2036
G,H2,ME-C,78.75,2036
G,H2,ME-GI,75.0,2036
G,H2,ME-LGI,71.25,2036
O,Oil,ME-C,500.0,2036
O,Oil,ME-GI,450.0,2036
O,Oil,ME-LGI,400.0,2036
O,LNG,ME-C,280.0,2036
O,LNG,ME-GI,244.99999999999997,2036
O,LNG,ME-LGI,210.0,2036
O,LPG,ME-C,315.0,2036
O,LPG,ME-GI,280.0,2036
O,LPG,ME-LGI,244.99999999999997,2036
O,MeOH,ME-C,52.0,2036
O,MeOH,ME-GI,48.0,2036
O,MeOH,ME-LGI,44.0,2036
O,NH3,ME-C,56.0,2036
O,NH3,ME-GI,52.0,2036
O,NH3,ME-LGI,48.0,2036
O,RefPO,ME-C,600.0,2036
O,RefPO,ME-GI,550.0,2036
O,RefPO,ME-LGI,500.0,2036
O,H2,ME-C,60.0,2036
O,H2,ME-GI,56.25,2036
O,H2,ME-LGI,52.5,2036
C,Oil,ME-C,750.0,2037
C,Oil,ME-GI,700.0,2037
C,Oil,ME-LGI,650.0,2037
C,LNG,ME-C,350.0,2037
C,LNG,ME-GI,315.0,2037
C,LNG,ME-LGI,280.0,2037
C,LPG,ME-C,454.99999999999994,2037
C,LPG,ME-GI,420.0,2037
C,LPG,ME-LGI,385.0,2037
C,MeOH,ME-C,75.0,2037
C,MeOH,ME-GI,70.0,2037
C,MeOH,ME-LGI,65.0,2037
C,NH3,ME-C,80.0,2037
C,NH3,ME-GI,75.0,2037
C,NH3,ME-LGI,70.0,2037
C,RefPO,ME-C,750.0,2037
C,RefPO,ME-GI,700.0,2037
C,RefPO,ME-LGI,650.0,2037
C,H2,ME-C,75.0,2037
C,H2,ME-GI,70.0,2037
C,H2,ME-LGI,65.0,2037
T,Oil,ME-C,900.0,2037
T,Oil,ME-GI,850.0,2037
T,Oil,ME-LGI,800.0,2037
T,LNG,ME-C,489.99999999999994,2037
T,LNG,ME-GI,454.99999999999994,2037
T,LNG,ME-LGI,420.0,2037
T,LPG,ME-C,525.0,2037
T,LPG,ME-GI,489.99999999999994,2037
T,LPG,ME-LGI,454.99999999999994,2037
T,MeOH,ME-C,60.0,2037
T,MeOH,ME-GI,60.0,2037
T,MeOH,ME-LGI,65.0,2037
T,NH3,ME-C,65.0,2037
T,NH3,ME-GI,60.0,2037
T,NH3,ME-LGI,65.0,2037
T,RefPO,ME-C,850.0,2037
T,RefPO,ME-GI,800.0,2037
T,RefPO,ME-LGI,750.0,2037
T,H2,ME-C,85.0,2037
T,H2,ME-GI,85.0,2037
T,H2,ME-LGI,90.0,2037
B,Oil,ME-C,1000.0,2037
B,Oil,ME-GI,950.0,2037
B,Oil,ME-LGI,900.0,2037
B,LNG,ME-C,595.0,2037
B,LNG,ME-GI,560.0,2037
B,LNG,ME-LGI,525.0,2037
B,LPG,ME-C,595.0,2037
B,LPG,ME-GI,560.0,2037
B,LPG,ME-LGI,525.0,2037
B,MeOH,ME-C,92.0,2037
B,MeOH,ME-GI,88.0,2037
B,MeOH,ME-LGI,84.0,2037
B,NH3,ME-C,96.0,2037
B,NH3,ME-GI,92.0,2037
B,NH3,ME-LGI,88.0,2037
B,RefPO,ME-C,950.0,2037
B,RefPO,ME-GI,900.0,2037
B,RefPO,ME-LGI,850.0,2037
B,H2,ME-C,72.0,2037
B,H2,ME-GI,67.5,2037
B,H2,ME-LGI,63.0,2037
G,Oil,ME-C,850.0,2037
G,Oil,ME-GI,800.0,2037
G,Oil,ME-LGI,750.0,2037
G,LNG,ME-C,409.5,2037
G,LNG,ME-GI,378.0,2037
G,LNG,ME-LGI,346.5,2037
G,LPG,ME-C,489.99999999999994,2037
G,LPG,ME-GI,454.99999999999994,2037
G,LPG,ME-LGI,420.0,2037
G,MeOH,ME-C,76.0,2037
G,MeOH,ME-GI,72.0,2037
G,MeOH,ME-LGI,68.0,2037
G,NH3,ME-C,80.0,2037
G,NH3,ME-GI,76.0,2037
G,NH3,ME-LGI,72.0,2037
G,RefPO,ME-C,800.0,2037
G,RefPO,ME-GI,750.0,2037
G,RefPO,ME-LGI,700.0,2037
G,H2,ME-C,78.75,2037
G,H2,ME-GI,75.0,2037
G,H2,ME-LGI,71.25,2037
O,Oil,ME-C,500.0,2037
O,Oil,ME-GI,450.0,2037
O,Oil,ME-LGI,400.0,2037
O,LNG,ME-C,280.0,2037
O,LNG,ME-GI,244.99999999999997,2037
O,LNG,ME-LGI,210.0,2037
O,LPG,ME-C,315.0,2037
O,LPG,ME-GI,280.0,2037
O,LPG,ME-LGI,244.99999999999997,2037
O,MeOH,ME-C,52.0,2037
O,MeOH,ME-GI,48.0,2037
O,MeOH,ME-LGI,44.0,2037
O,NH3,ME-C,56.0,2037
O,NH3,ME-GI,52.0,2037
O,NH3,ME-LGI,48.0,2037
O,RefPO,ME-C,600.0,2037
O,RefPO,ME-GI,550.0,2037
O,RefPO,ME-LGI,500.0,2037
O,H2,ME-C,60.0,2037
O,H2,ME-GI,56.25,2037
O,H2,ME-LGI,52.5,2037
C,Oil,ME-C,750.0,2038
C,Oil,ME-GI,700.0,2038
C,Oil,ME-LGI,650.0,2038
C,LNG,ME-C,350.0,2038
C,LNG,ME-GI,315.0,2038
C,LNG,ME-LGI,280.0,2038
C,LPG,ME-C,454.99999999999994,2038
C,LPG,ME-GI,420.0,2038
C,LPG,ME-LGI,385.0,2038
C,MeOH,ME-C,75.0,2038
C,MeOH,ME-GI,70.0,2038
C,MeOH,ME-LGI,65.0,2038
C,NH3,ME-C,80.0,2038
C,NH3,ME-GI,75.0,2038
C,NH3,ME-LGI,70.0,2038
C,RefPO,ME-C,750.0,2038
C,RefPO,ME-GI,700.0,2038
C,RefPO,ME-LGI,650.0,2038
C,H2,ME-C,75.0,2038
C,H2,ME-GI,70.0,2038
C,H2,ME-LGI,65.0,2038
T,Oil,ME-C,900.0,2038
T,Oil,ME-GI,850.0,2038
T,Oil,ME-LGI,800.0,2038
T,LNG,ME-C,489.99999999999994,2038
T,LNG,ME-GI,454.99999999999994,2038
T,LNG,ME-LGI,420.0,2038
T,LPG,ME-C,525.0,2038
T,LPG,ME-GI,489.99999999999994,2038
T,LPG,ME-LGI,454.99999999999994,2038
T,MeOH,ME-C,60.0,2038
T,MeOH,ME-GI,60.0,2038
T,MeOH,ME-LGI,65.0,2038
T,NH3,ME-C,65.0,2038
T,NH3,ME-GI,60.0,2038
T,NH3,ME-LGI,65.0,2038
T,RefPO,ME-C,850.0,2038
T,RefPO,ME-GI,800.0,2038
T,RefPO,ME-LGI,750.0,2038
T,H2,ME-C,85.0,2038
T,H2,ME-GI,85.0,2038
T,H2,ME-LGI,90.0,2038
B,Oil,ME-C,1000.0,2038
B,Oil,ME-GI,950.0,2038
B,Oil,ME-LGI,900.0,2038
B,LNG,ME-C,595.0,2038
B,LNG,ME-GI,560.0,2038
B,LNG,ME-LGI,525.0,2038
B,LPG,ME-C,595.0,2038
B,LPG,ME-GI,560.0,2038
B,LPG,ME-LGI,525.0,2038
B,MeOH,ME-C,92.0,2038
B,MeOH,ME-GI,88.0,2038
B,MeOH,ME-LGI,84.0,2038
B,NH3,ME-C,96.0,2038
B,NH3,ME-GI,92.0,2038
B,NH3,ME-LGI,88.0,2038
B,RefPO,ME-C,950.0,2038
B,RefPO,ME-GI,900.0,2038
B,RefPO,ME-LGI,850.0,2038
B,H2,ME-C,72.0,2038
B,H2,ME-GI,67.5,2038
B,H2,ME-LGI,63.0,2038
G,Oil,ME-C,850.0,2038
G,Oil,ME-GI,800.0,2038
G,Oil,ME-LGI,750.0,2038
G,LNG,ME-C,409.5,2038
G,LNG,ME-GI,378.0,2038
G,LNG,ME-LGI,346.5,2038
G,LPG,ME-C,489.99999999999994,2038
G,LPG,ME-GI,454.99999999999994,2038
G,LPG,ME-LGI,420.0,2038
G,MeOH,ME-C,76.0,2038
G,MeOH,ME-GI,72.0,2038
G,MeOH,ME-LGI,68.0,2038
G,NH3,ME-C,80.0,2038
G,NH3,ME-GI,76.0,2038
G,NH3,ME-LGI,72.0,2038
G,RefPO,ME-C,800.0,2038
G,RefPO,ME-GI,750.0,2038
G,RefPO,ME-LGI,700.0,2038
G,H2,ME-C,78.75,2038
G,H2,ME-GI,75.0,2038
G,H2,ME-LGI,71.25,2038
O,Oil,ME-C,500.0,2038
O,Oil,ME-GI,450.0,2038
O,Oil,ME-LGI,400.0,2038
O,LNG,ME-C,280.0,2038
O,LNG,ME-GI,244.99999999999997,2038
O,LNG,ME-LGI,210.0,2038
O,LPG,ME-C,315.0,2038
O,LPG,ME-GI,280.0,2038
O,LPG,ME-LGI,244.99999999999997,2038
O,MeOH,ME-C,52.0,2038
O,MeOH,ME-GI,48.0,2038
O,MeOH,ME-LGI,44.0,2038
O,NH3,ME-C,56.0,2038
O,NH3,ME-GI,52.0,2038
O,NH3,ME-LGI,48.0,2038
O,RefPO,ME-C,600.0,2038
O,RefPO,ME-GI,550.0,2038
O,RefPO,ME-LGI,500.0,2038
O,H2,ME-C,60.0,2038
O,H2,ME-GI,56.25,2038
O,H2,ME-LGI,52.5,2038
C,Oil,ME-C,750.0,2039
C,Oil,ME-GI,700.0,2039
C,Oil,ME-LGI,650.0,2039
C,LNG,ME-C,350.0,2039
C,LNG,ME-GI,315.0,2039
C,LNG,ME-LGI,280.0,2039
C,LPG,ME-C,454.99999999999994,2039
C,LPG,ME-GI,420.0,2039
C,LPG,ME-LGI,385.0,2039
C,MeOH,ME-C,75.0,2039
C,MeOH,ME-GI,70.0,2039
C,MeOH,ME-LGI,65.0,2039
C,NH3,ME-C,80.0,2039
C,NH3,ME-GI,75.0,2039
C,NH3,ME-LGI,70.0,2039
C,RefPO,ME-C,750.0,2039
C,RefPO,ME-GI,700.0,2039
C,RefPO,ME-LGI,650.0,2039
C,H2,ME-C,75.0,2039
C,H2,ME-GI,70.0,2039
C,H2,ME-LGI,65.0,2039
T,Oil,ME-C,900.0,2039
T,Oil,ME-GI,850.0,2039
T,Oil,ME-LGI,800.0,2039
T,LNG,ME-C,489.99999999999994,2039
T,LNG,ME-GI,454.99999999999994,2039
T,LNG,ME-LGI,420.0,2039
T,LPG,ME-C,525.0,2039
T,LPG,ME-GI,489.99999999999994,2039
T,LPG,ME-LGI,454.99999999999994,2039
T,MeOH,ME-C,60.0,2039
T,MeOH,ME-GI,60.0,2039
T,MeOH,ME-LGI,65.0,2039
T,NH3,ME-C,65.0,2039
T,NH3,ME-GI,60.0,2039
T,NH3,ME-LGI,65.0,2039
T,RefPO,ME-C,850.0,2039
T,RefPO,ME-GI,800.0,2039
T,RefPO,ME-LGI,750.0,2039
T,H2,ME-C,85.0,2039
T,H2,ME-GI,85.0,2039
T,H2,ME-LGI,90.0,2039
B,Oil,ME-C,1000.0,2039
B,Oil,ME-GI,950.0,2039
B,Oil,ME-LGI,900.0,2039
B,LNG,ME-C,595.0,2039
B,LNG,ME-GI,560.0,2039
B,LNG,ME-LGI,525.0,2039
B,LPG,ME-C,595.0,2039
B,LPG,ME-GI,560.0,2039
B,LPG,ME-LGI,525.0,2039
B,MeOH,ME-C,92.0,2039
B,MeOH,ME-GI,88.0,2039
B,MeOH,ME-LGI,84.0,2039
B,NH3,ME-C,96.0,2039
B,NH3,ME-GI,92.0,2039
B,NH3,ME-LGI,88.0,2039
B,RefPO,ME-C,950.0,2039
B,RefPO,ME-GI,900.0,2039
B,RefPO,ME-LGI,850.0,2039
B,H2,ME-C,72.0,2039
B,H2,ME-GI,67.5,2039
B,H2,ME-LGI,63.0,2039
G,Oil,ME-C,850.0,2039
G,Oil,ME-GI,800.0,2039
G,Oil,ME-LGI,750.0,2039
G,LNG,ME-C,409.5,2039
G,LNG,ME-GI,378.0,2039
G,LNG,ME-LGI,346.5,2039
G,LPG,ME-C,489.99999999999994,2039
G,LPG,ME-GI,454.99999999999994,2039
G,LPG,ME-LGI,420.0,2039
G,MeOH,ME-C,76.0,2039
G,MeOH,ME-GI,72.0,2039
G,MeOH,ME-LGI,68.0,2039
G,NH3,ME-C,80.0,2039
G,NH3,ME-GI,76.0,2039
G,NH3,ME-LGI,72.0,2039
G,RefPO,ME-C,800.0,2039
G,RefPO,ME-GI,750.0,2039
G,RefPO,ME-LGI,700.0,2039
G,H2,ME-C,78.75,2039
G,H2,ME-GI,75.0,2039
G,H2,ME-LGI,71.25,2039
O,Oil,ME-C,500.0,2039
O,Oil,ME-GI,450.0,2039
O,Oil,ME-LGI,400.0,2039
O,LNG,ME-C,280.0,2039
O,LNG,ME-GI,244.99999999999997,2039
O,LNG,ME-LGI,210.0,2039
O,LPG,ME-C,315.0,2039
O,LPG,ME-GI,280.0,2039
O,LPG,ME-LGI,244.99999999999997,2039
O,MeOH,ME-C,52.0,2039
O,MeOH,ME-GI,48.0,2039
O,MeOH,ME-LGI,44.0,2039
O,NH3,ME-C,56.0,2039
O,NH3,ME-GI,52.0,2039
O,NH3,ME-LGI,48.0,2039
O,RefPO,ME-C,600.0,2039
O,RefPO,ME-GI,550.0,2039
O,RefPO,ME-LGI,500.0,2039
O,H2,ME-C,60.0,2039
O,H2,ME-GI,56.25,2039
O,H2,ME-LGI,52.5,2039
C,Oil,ME-C,300.0,2040
C,Oil,ME-GI,280.0,2040
C,Oil,ME-LGI,260.0,2040
C,LNG,ME-C,300.0,2040
C,LNG,ME-GI,270.0,2040
C,LNG,ME-LGI,240.0,2040
C,LPG,ME-C,390.0,2040
C,LPG,ME-GI,360.0,2040
C,LPG,ME-LGI,330.0,2040
C,MeOH,ME-C,300.0,2040
C,MeOH,ME-GI,280.0,2040
C,MeOH,ME-LGI,260.0,2040
C,NH3,ME-C,240.0,2040
C,NH3,ME-GI,225.0,2040
C,NH3,ME-LGI,210.0,2040
C,RefPO,ME-C,300.0,2040
C,RefPO,ME-GI,280.0,2040
C,RefPO,ME-LGI,260.0,2040
C,H2,ME-C,225.0,2040
C,H2,ME-GI,210.0,2040
C,H2,ME-LGI,195.0,2040
T,Oil,ME-C,360.0,2040
T,Oil,ME-GI,340.0,2040
T,Oil,ME-LGI,320.0,2040
T,LNG,ME-C,420.0,2040
T,LNG,ME-GI,390.0,2040
T,LNG,ME-LGI,360.0,2040
T,LPG,ME-C,450.0,2040
T,LPG,ME-GI,420.0,2040
T,LPG,ME-LGI,390.0,2040
T,MeOH,ME-C,240.0,2040
T,MeOH,ME-GI,240.0,2040
T,MeOH,ME-LGI,260.0,2040
T,NH3,ME-C,195.0,2040
T,NH3,ME-GI,180.0,2040
T,NH3,ME-LGI,195.0,2040
T,RefPO,ME-C,340.0,2040
T,RefPO,ME-GI,320.0,2040
T,RefPO,ME-LGI,300.0,2040
T,H2,ME-C,255.0,2040
T,H2,ME-GI,255.0,2040
T,H2,ME-LGI,270.0,2040
B,Oil,ME-C,400.0,2040
B,Oil,ME-GI,380.0,2040
B,Oil,ME-LGI,360.0,2040
B,LNG,ME-C,510.0,2040
B,LNG,ME-GI,480.0,2040
B,LNG,ME-LGI,450.0,2040
B,LPG,ME-C,510.0,2040
B,LPG,ME-GI,480.0,2040
B,LPG,ME-LGI,450.0,2040
B,MeOH,ME-C,368.0,2040
B,MeOH,ME-GI,352.0,2040
B,MeOH,ME-LGI,336.0,2040
B,NH3,ME-C,288.0,2040
B,NH3,ME-GI,276.0,2040
B,NH3,ME-LGI,264.0,2040
B,RefPO,ME-C,380.0,2040
B,RefPO,ME-GI,360.0,2040
